review_id,question_id,field,question_value,requirement,reviewer_id,label,evidence_source,evidence_quote,reason
R92f49ecafa62,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R4ec45923af5a,Q02,population,UX designers,CORE,,,,,
R4ec45923af5a,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R4ec45923af5a,Q02,outcome,idea diversity,CORE,,,,,
R4ec45923af5a,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
Rd6a65fd8380a,Q02,population,UX designers,CORE,,,,,
Rd6a65fd8380a,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
Rd6a65fd8380a,Q02,outcome,idea diversity,CORE,,,,,
Rd6a65fd8380a,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R2d37929fb35f,Q02,population,UX designers,CORE,,,,,
R2d37929fb35f,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R2d37929fb35f,Q02,outcome,idea diversity,CORE,,,,,
R2d37929fb35f,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R29c581e3d221,Q02,population,UX designers,CORE,,,,,
R29c581e3d221,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R29c581e3d221,Q02,outcome,idea diversity,CORE,,,,,
R29c581e3d221,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R8879976ef452,Q02,population,UX designers,CORE,,,,,
R8879976ef452,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R8879976ef452,Q02,outcome,idea diversity,CORE,,,,,
R8879976ef452,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R2a3a60bb70f9,Q02,population,UX designers,CORE,,,,,
R2a3a60bb70f9,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R2a3a60bb70f9,Q02,outcome,idea diversity,CORE,,,,,
R2a3a60bb70f9,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
Rd8a99e1b157b,Q02,population,UX designers,CORE,,,,,
Rd8a99e1b157b,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
Rd8a99e1b157b,Q02,outcome,idea diversity,CORE,,,,,
Rd8a99e1b157b,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
Re9798a172a40,Q02,population,UX designers,CORE,,,,,
Re9798a172a40,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
Re9798a172a40,Q02,outcome,idea diversity,CORE,,,,,
Re9798a172a40,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R61af5d51bbd0,Q02,population,UX designers,CORE,,,,,
R61af5d51bbd0,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R61af5d51bbd0,Q02,outcome,idea diversity,CORE,,,,,
R61af5d51bbd0,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R1b4311974f4c,Q02,population,UX designers,CORE,,,,,
R1b4311974f4c,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R1b4311974f4c,Q02,outcome,idea diversity,CORE,,,,,
R1b4311974f4c,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R0bf8e2e3268c,Q02,population,UX designers,CORE,,,,,
R0bf8e2e3268c,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R0bf8e2e3268c,Q02,outcome,idea diversity,CORE,,,,,
R0bf8e2e3268c,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R9d03b21a9a32,Q02,population,UX designers,CORE,,,,,
R9d03b21a9a32,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R9d03b21a9a32,Q02,outcome,idea diversity,CORE,,,,,
R9d03b21a9a32,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R81954c7f7f43,Q02,population,UX designers,CORE,,,,,
R81954c7f7f43,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R81954c7f7f43,Q02,outcome,idea diversity,CORE,,,,,
R81954c7f7f43,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R90b6440dd8e2,Q02,population,UX designers,CORE,,,,,
R90b6440dd8e2,Q02,intervention_or_phenomenon,generative AI,CORE,,,,,
R90b6440dd8e2,Q02,outcome,idea diversity,CORE,,,,,
R90b6440dd8e2,Q02,relation,How does generative AI affect idea diversity among UX designers?,CORE,,,,,
R482f096e7013,Q03,population,university students,CORE,,,,,
R482f096e7013,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R482f096e7013,Q03,context,academic writing,CORE,,,,,
R482f096e7013,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R234d322dddce,Q03,population,university students,CORE,,,,,
R234d322dddce,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R234d322dddce,Q03,context,academic writing,CORE,,,,,
R234d322dddce,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R441f4633e875,Q03,population,university students,CORE,,,,,
R441f4633e875,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R441f4633e875,Q03,context,academic writing,CORE,,,,,
R441f4633e875,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Ra2802edfc8ee,Q03,population,university students,CORE,,,,,
Ra2802edfc8ee,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Ra2802edfc8ee,Q03,context,academic writing,CORE,,,,,
Ra2802edfc8ee,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Re29ed91c2c06,Q03,population,university students,CORE,,,,,
Re29ed91c2c06,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Re29ed91c2c06,Q03,context,academic writing,CORE,,,,,
Re29ed91c2c06,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R403fbd3ea4c6,Q03,population,university students,CORE,,,,,
R403fbd3ea4c6,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R403fbd3ea4c6,Q03,context,academic writing,CORE,,,,,
R403fbd3ea4c6,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R45f6c24c4e2b,Q03,population,university students,CORE,,,,,
R45f6c24c4e2b,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R45f6c24c4e2b,Q03,context,academic writing,CORE,,,,,
R45f6c24c4e2b,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R9e1f2fbe73e3,Q03,population,university students,CORE,,,,,
R9e1f2fbe73e3,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R9e1f2fbe73e3,Q03,context,academic writing,CORE,,,,,
R9e1f2fbe73e3,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R4f390039d1ab,Q03,population,university students,CORE,,,,,
R4f390039d1ab,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R4f390039d1ab,Q03,context,academic writing,CORE,,,,,
R4f390039d1ab,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R89c96688921c,Q03,population,university students,CORE,,,,,
R89c96688921c,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R89c96688921c,Q03,context,academic writing,CORE,,,,,
R89c96688921c,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R0929bb2171e5,Q03,population,university students,CORE,,,,,
R0929bb2171e5,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R0929bb2171e5,Q03,context,academic writing,CORE,,,,,
R0929bb2171e5,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R47a99c6a2a22,Q03,population,university students,CORE,,,,,
R47a99c6a2a22,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R47a99c6a2a22,Q03,context,academic writing,CORE,,,,,
R47a99c6a2a22,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rcdc07fc2c26d,Q03,population,university students,CORE,,,,,
Rcdc07fc2c26d,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rcdc07fc2c26d,Q03,context,academic writing,CORE,,,,,
Rcdc07fc2c26d,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R321f21d0d0ac,Q03,population,university students,CORE,,,,,
R321f21d0d0ac,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R321f21d0d0ac,Q03,context,academic writing,CORE,,,,,
R321f21d0d0ac,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rd631200f8955,Q03,population,university students,CORE,,,,,
Rd631200f8955,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rd631200f8955,Q03,context,academic writing,CORE,,,,,
Rd631200f8955,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Ra332d0edfc80,Q03,population,university students,CORE,,,,,
Ra332d0edfc80,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Ra332d0edfc80,Q03,context,academic writing,CORE,,,,,
Ra332d0edfc80,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R6865f737b7b2,Q03,population,university students,CORE,,,,,
R6865f737b7b2,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R6865f737b7b2,Q03,context,academic writing,CORE,,,,,
R6865f737b7b2,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R8c99b237cc49,Q03,population,university students,CORE,,,,,
R8c99b237cc49,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R8c99b237cc49,Q03,context,academic writing,CORE,,,,,
R8c99b237cc49,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rea11eb0c151c,Q03,population,university students,CORE,,,,,
Rea11eb0c151c,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rea11eb0c151c,Q03,context,academic writing,CORE,,,,,
Rea11eb0c151c,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R87c51c74e174,Q03,population,university students,CORE,,,,,
R87c51c74e174,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R87c51c74e174,Q03,context,academic writing,CORE,,,,,
R87c51c74e174,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R30564827797d,Q03,population,university students,CORE,,,,,
R30564827797d,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R30564827797d,Q03,context,academic writing,CORE,,,,,
R30564827797d,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rc65a0b946572,Q03,population,university students,CORE,,,,,
Rc65a0b946572,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rc65a0b946572,Q03,context,academic writing,CORE,,,,,
Rc65a0b946572,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Ree7ce5cfbbba,Q03,population,university students,CORE,,,,,
Ree7ce5cfbbba,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Ree7ce5cfbbba,Q03,context,academic writing,CORE,,,,,
Ree7ce5cfbbba,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R259d53e5dff2,Q03,population,university students,CORE,,,,,
R259d53e5dff2,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R259d53e5dff2,Q03,context,academic writing,CORE,,,,,
R259d53e5dff2,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rb44c8123b5c6,Q03,population,university students,CORE,,,,,
Rb44c8123b5c6,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rb44c8123b5c6,Q03,context,academic writing,CORE,,,,,
Rb44c8123b5c6,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rb7c877927723,Q03,population,university students,CORE,,,,,
Rb7c877927723,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rb7c877927723,Q03,context,academic writing,CORE,,,,,
Rb7c877927723,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R4a90f68b71ab,Q03,population,university students,CORE,,,,,
R4a90f68b71ab,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R4a90f68b71ab,Q03,context,academic writing,CORE,,,,,
R4a90f68b71ab,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R5a624410ffbf,Q03,population,university students,CORE,,,,,
R5a624410ffbf,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R5a624410ffbf,Q03,context,academic writing,CORE,,,,,
R5a624410ffbf,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R7b9918975321,Q03,population,university students,CORE,,,,,
R7b9918975321,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R7b9918975321,Q03,context,academic writing,CORE,,,,,
R7b9918975321,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R3b65fbff5728,Q03,population,university students,CORE,,,,,
R3b65fbff5728,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R3b65fbff5728,Q03,context,academic writing,CORE,,,,,
R3b65fbff5728,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R6eca0838314e,Q03,population,university students,CORE,,,,,
R6eca0838314e,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R6eca0838314e,Q03,context,academic writing,CORE,,,,,
R6eca0838314e,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R4b4358ea60c7,Q03,population,university students,CORE,,,,,
R4b4358ea60c7,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R4b4358ea60c7,Q03,context,academic writing,CORE,,,,,
R4b4358ea60c7,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Re1a88637cd6f,Q03,population,university students,CORE,,,,,
Re1a88637cd6f,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Re1a88637cd6f,Q03,context,academic writing,CORE,,,,,
Re1a88637cd6f,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rc9b18aa510a0,Q03,population,university students,CORE,,,,,
Rc9b18aa510a0,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rc9b18aa510a0,Q03,context,academic writing,CORE,,,,,
Rc9b18aa510a0,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rdbf7be536fc3,Q03,population,university students,CORE,,,,,
Rdbf7be536fc3,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rdbf7be536fc3,Q03,context,academic writing,CORE,,,,,
Rdbf7be536fc3,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R7d52196b6325,Q03,population,university students,CORE,,,,,
R7d52196b6325,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R7d52196b6325,Q03,context,academic writing,CORE,,,,,
R7d52196b6325,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R844bcbb40349,Q03,population,university students,CORE,,,,,
R844bcbb40349,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R844bcbb40349,Q03,context,academic writing,CORE,,,,,
R844bcbb40349,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R61485dbf550f,Q03,population,university students,CORE,,,,,
R61485dbf550f,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R61485dbf550f,Q03,context,academic writing,CORE,,,,,
R61485dbf550f,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rdef2e28f34d6,Q03,population,university students,CORE,,,,,
Rdef2e28f34d6,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rdef2e28f34d6,Q03,context,academic writing,CORE,,,,,
Rdef2e28f34d6,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R85b9373e562d,Q03,population,university students,CORE,,,,,
R85b9373e562d,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R85b9373e562d,Q03,context,academic writing,CORE,,,,,
R85b9373e562d,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R5248f6cf36aa,Q03,population,university students,CORE,,,,,
R5248f6cf36aa,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R5248f6cf36aa,Q03,context,academic writing,CORE,,,,,
R5248f6cf36aa,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R4319179822c9,Q03,population,university students,CORE,,,,,
R4319179822c9,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R4319179822c9,Q03,context,academic writing,CORE,,,,,
R4319179822c9,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R967217dd243e,Q03,population,university students,CORE,,,,,
R967217dd243e,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R967217dd243e,Q03,context,academic writing,CORE,,,,,
R967217dd243e,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rfe45a1399b45,Q03,population,university students,CORE,,,,,
Rfe45a1399b45,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rfe45a1399b45,Q03,context,academic writing,CORE,,,,,
Rfe45a1399b45,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R4cff284c8fae,Q03,population,university students,CORE,,,,,
R4cff284c8fae,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R4cff284c8fae,Q03,context,academic writing,CORE,,,,,
R4cff284c8fae,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rd9ae4d44e3db,Q03,population,university students,CORE,,,,,
Rd9ae4d44e3db,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rd9ae4d44e3db,Q03,context,academic writing,CORE,,,,,
Rd9ae4d44e3db,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R2628914b6a1f,Q03,population,university students,CORE,,,,,
R2628914b6a1f,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R2628914b6a1f,Q03,context,academic writing,CORE,,,,,
R2628914b6a1f,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R55a9cb8279d5,Q03,population,university students,CORE,,,,,
R55a9cb8279d5,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
R55a9cb8279d5,Q03,context,academic writing,CORE,,,,,
R55a9cb8279d5,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rb977c167ba55,Q03,population,university students,CORE,,,,,
Rb977c167ba55,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rb977c167ba55,Q03,context,academic writing,CORE,,,,,
Rb977c167ba55,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
Rb79b003d1759,Q03,population,university students,CORE,,,,,
Rb79b003d1759,Q03,intervention_or_phenomenon,ChatGPT,CORE,,,,,
Rb79b003d1759,Q03,context,academic writing,CORE,,,,,
Rb79b003d1759,Q03,relation,How do university students experience using ChatGPT for academic writing?,CORE,,,,,
R034e1e514b77,Q04,population,사용자,CORE,,,,,
R034e1e514b77,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R034e1e514b77,Q04,outcome,신뢰,CORE,,,,,
R034e1e514b77,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R990f2b20c90f,Q04,population,사용자,CORE,,,,,
R990f2b20c90f,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R990f2b20c90f,Q04,outcome,신뢰,CORE,,,,,
R990f2b20c90f,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R0096dbbfcfe1,Q04,population,사용자,CORE,,,,,
R0096dbbfcfe1,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R0096dbbfcfe1,Q04,outcome,신뢰,CORE,,,,,
R0096dbbfcfe1,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rf1a82318a248,Q04,population,사용자,CORE,,,,,
Rf1a82318a248,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rf1a82318a248,Q04,outcome,신뢰,CORE,,,,,
Rf1a82318a248,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R95b81fd91757,Q04,population,사용자,CORE,,,,,
R95b81fd91757,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R95b81fd91757,Q04,outcome,신뢰,CORE,,,,,
R95b81fd91757,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R09e260847be8,Q04,population,사용자,CORE,,,,,
R09e260847be8,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R09e260847be8,Q04,outcome,신뢰,CORE,,,,,
R09e260847be8,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rd05543755d7c,Q04,population,사용자,CORE,,,,,
Rd05543755d7c,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rd05543755d7c,Q04,outcome,신뢰,CORE,,,,,
Rd05543755d7c,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R29a15f979d80,Q04,population,사용자,CORE,,,,,
R29a15f979d80,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R29a15f979d80,Q04,outcome,신뢰,CORE,,,,,
R29a15f979d80,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R2062d3becdee,Q04,population,사용자,CORE,,,,,
R2062d3becdee,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R2062d3becdee,Q04,outcome,신뢰,CORE,,,,,
R2062d3becdee,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R13042fe59827,Q04,population,사용자,CORE,,,,,
R13042fe59827,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R13042fe59827,Q04,outcome,신뢰,CORE,,,,,
R13042fe59827,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R5e797ee5c476,Q04,population,사용자,CORE,,,,,
R5e797ee5c476,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R5e797ee5c476,Q04,outcome,신뢰,CORE,,,,,
R5e797ee5c476,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R35c069b519dc,Q04,population,사용자,CORE,,,,,
R35c069b519dc,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R35c069b519dc,Q04,outcome,신뢰,CORE,,,,,
R35c069b519dc,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Re2f4fa8d8729,Q04,population,사용자,CORE,,,,,
Re2f4fa8d8729,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Re2f4fa8d8729,Q04,outcome,신뢰,CORE,,,,,
Re2f4fa8d8729,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R1eabc693ecec,Q04,population,사용자,CORE,,,,,
R1eabc693ecec,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R1eabc693ecec,Q04,outcome,신뢰,CORE,,,,,
R1eabc693ecec,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R3e25760412a7,Q04,population,사용자,CORE,,,,,
R3e25760412a7,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R3e25760412a7,Q04,outcome,신뢰,CORE,,,,,
R3e25760412a7,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rfb96e68031fc,Q04,population,사용자,CORE,,,,,
Rfb96e68031fc,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rfb96e68031fc,Q04,outcome,신뢰,CORE,,,,,
Rfb96e68031fc,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R4faa8ed48ff8,Q04,population,사용자,CORE,,,,,
R4faa8ed48ff8,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R4faa8ed48ff8,Q04,outcome,신뢰,CORE,,,,,
R4faa8ed48ff8,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rd78c9ede3159,Q04,population,사용자,CORE,,,,,
Rd78c9ede3159,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rd78c9ede3159,Q04,outcome,신뢰,CORE,,,,,
Rd78c9ede3159,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rf07d211399a4,Q04,population,사용자,CORE,,,,,
Rf07d211399a4,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rf07d211399a4,Q04,outcome,신뢰,CORE,,,,,
Rf07d211399a4,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R4ff86e28844e,Q04,population,사용자,CORE,,,,,
R4ff86e28844e,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R4ff86e28844e,Q04,outcome,신뢰,CORE,,,,,
R4ff86e28844e,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R9954ee7d8e07,Q04,population,사용자,CORE,,,,,
R9954ee7d8e07,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R9954ee7d8e07,Q04,outcome,신뢰,CORE,,,,,
R9954ee7d8e07,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R96c503bedf6b,Q04,population,사용자,CORE,,,,,
R96c503bedf6b,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R96c503bedf6b,Q04,outcome,신뢰,CORE,,,,,
R96c503bedf6b,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
Rcc6800d86d22,Q04,population,사용자,CORE,,,,,
Rcc6800d86d22,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
Rcc6800d86d22,Q04,outcome,신뢰,CORE,,,,,
Rcc6800d86d22,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R686f070abec6,Q04,population,사용자,CORE,,,,,
R686f070abec6,Q04,intervention_or_phenomenon,설명 가능한 AI의 설명 방식,CORE,,,,,
R686f070abec6,Q04,outcome,신뢰,CORE,,,,,
R686f070abec6,Q04,relation,설명 가능한 AI의 설명 방식은 사용자의 신뢰에 어떻게 영향을 미치는가?,CORE,,,,,
R47fa2dbf7c82,Q04,population,사용자,CORE,,,,,
