review_id,question_id,search_run_id,candidate_id,paper_id
R74882c6030ab,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4404927183,https://openalex.org/W4404927183
R2f22e3ba771e,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W3155807546,https://openalex.org/W3155807546
R0d5b57194e54,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4416379250,https://openalex.org/W4416379250
R124d208a2502,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4409690035,https://openalex.org/W4409690035
Ree49c4918f4f,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4411630045,https://openalex.org/W4411630045
Rb25d2e9013fd,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4401042808,https://openalex.org/W4401042808
R896333c221de,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4391941943,https://openalex.org/W4391941943
R6008c2573ac3,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4409348640,https://openalex.org/W4409348640
R37641824d1d1,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4399530612,https://openalex.org/W4399530612
R9c222c77e455,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4415680272,https://openalex.org/W4415680272
R5c2d9c0f1c5b,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4391221150,https://openalex.org/W4391221150
R337147683416,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4392544551,https://openalex.org/W4392544551
R07e5aa4fa4ba,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4404783652,https://openalex.org/W4404783652
Re4bcdc65ce5a,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4317898419,https://openalex.org/W4317898419
R92021af0614f,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4399660853,https://openalex.org/W4399660853
R88ca3f2d497f,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4389984066,https://openalex.org/W4389984066
R8fbde83d4232,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4399154003,https://openalex.org/W4399154003
R142ead220016,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W4409157497,https://openalex.org/W4409157497
R92cff1f2f643,Q05,Q05-diagnostic-v01,Q05-diagnostic-v01:W3186138538,https://openalex.org/W3186138538
Rc953ca0bdeed,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2067453331,https://openalex.org/W2067453331
R0865940123f9,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4229457720,https://openalex.org/W4229457720
Rdf320bc78b05,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2001907377,https://openalex.org/W2001907377
R0518426a75f6,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2015899005,https://openalex.org/W2015899005
R5422189b7d82,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2517616435,https://openalex.org/W2517616435
Rc1a4baef0e96,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2045571829,https://openalex.org/W2045571829
R54d38ce975d8,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4200462148,https://openalex.org/W4200462148
Rd568c1ee31d2,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2160697532,https://openalex.org/W2160697532
R19772c1759d3,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3043882153,https://openalex.org/W3043882153
R2c57b436187d,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2903889209,https://openalex.org/W2903889209
R1eea065eca75,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3177205902,https://openalex.org/W3177205902
R1360a4d783fb,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2551220390,https://openalex.org/W2551220390
Re7436ce2f802,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4292822289,https://openalex.org/W4292822289
R5a2ad3705ac1,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W1984792953,https://openalex.org/W1984792953
R49ea8f7acfce,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4323309118,https://openalex.org/W4323309118
Reedcf936cfd2,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2064069626,https://openalex.org/W2064069626
R54e0c6d2a02b,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4366817968,https://openalex.org/W4366817968
R98ceaed25326,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4390826350,https://openalex.org/W4390826350
R371dd810a619,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3209758128,https://openalex.org/W3209758128
R8255be1c159b,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2100332958,https://openalex.org/W2100332958
Rb0b5de0ca241,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2955821506,https://openalex.org/W2955821506
Re2421ec8f104,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3081249378,https://openalex.org/W3081249378
R75871a2bbf11,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W1524053243,https://openalex.org/W1524053243
R4693580bcc00,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2111619626,https://openalex.org/W2111619626
Rf09bb5e56cbd,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3135708166,https://openalex.org/W3135708166
R95d15ffe3614,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4388870743,https://openalex.org/W4388870743
Raad326d3831d,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2778845817,https://openalex.org/W2778845817
R25ab05b567c5,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4307724727,https://openalex.org/W4307724727
Rd3cc2ce0004e,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2892402642,https://openalex.org/W2892402642
Re17d30b3f4ad,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3174704712,https://openalex.org/W3174704712
Re341caa3acb7,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3201073812,https://openalex.org/W3201073812
R353cd2832f50,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3132518126,https://openalex.org/W3132518126
R753dc548af56,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2167293777,https://openalex.org/W2167293777
R9d8fe9261a5b,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2169230786,https://openalex.org/W2169230786
Rb289ac88eebc,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2935741535,https://openalex.org/W2935741535
R4fbbdf9458f8,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3203923637,https://openalex.org/W3203923637
R2b92a856ead6,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3195263816,https://openalex.org/W3195263816
R96730108e6e3,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W1559012732,https://openalex.org/W1559012732
R956d703c75d7,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2998691503,https://openalex.org/W2998691503
R79615fd8fa73,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3178993634,https://openalex.org/W3178993634
R5f5689e7e910,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W1998943389,https://openalex.org/W1998943389
R8aa021128926,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3082766779,https://openalex.org/W3082766779
Rec8778e856e4,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2040151576,https://openalex.org/W2040151576
Re657937a7f0d,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2051544187,https://openalex.org/W2051544187
Rb773d1971ee9,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W1997090065,https://openalex.org/W1997090065
Rcc5c720a6eab,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2010474629,https://openalex.org/W2010474629
Rd8ae795178c8,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W4360620450,https://openalex.org/W4360620450
R3b713a8fe112,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W3031254793,https://openalex.org/W3031254793
R7380b6f2c1f1,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2134295053,https://openalex.org/W2134295053
R70acb13fc096,Q06,Q06-diagnostic-v01,Q06-diagnostic-v01:W2588003345,https://openalex.org/W2588003345
